Unnamed: 0,id,text,tweets
116,1463638848580292611,Venom: Let There Be Carnage - Exclusive Extended Deleted Clip (2021) Woo... https://t.co/JpTq7vnKtR via @YouTube,venom : carnage - exclusive extended deleted clip ( 2021 ) woo ... URL via @USER
117,1463638571932340225,"So I bought Venom: Let There Be Carnage on iTunes last night, not a bad movie, I enjoyed it, I really like Tom Hardy, I'm hoping that end credit scene leads to Venom crossing over into the MCU.","bought venom : carnage itunes night , bad movie , enjoyed , tom hardy , 'm hoping credit scene leads venom crossing mcu ."
118,1463638504043384835,"RT @edsvee: venom: let there be carnage 🤝 xmen: first class

having a deleted scene that makes a gay moment even gayer https://t.co/02u3Tem…",rt @USER : venom : carnage 🤝 xmen : class deleted scene makes gay moment gayer URL
119,1463638426654236675,VENOM: LET THERE BE CARNAGE Vignette – The Shape of Carnage https://t.co/hIsXrZXavE via @YouTube,venom : carnage vignette – shape carnage URL via @USER
121,1463638250480832515,RT @natashaJfrazier: @CultureCrave ZSJL and Venom Let There be Carnage.,rt @USER : @USER zsjl venom carnage .
124,1463635908394168327,P284. Venom: Let  there be carnage 🧠 https://t.co/P7qVpwZVOO,p284 . venom : carnage 🧠 URL
125,1463634774053036038,Let there be Carnage feels like the kind of movie that was made in no small part so the cast could have fun. In a good way. More enjoyable than the first Venom movie.,carnage feels movie cast fun . . enjoyable venom movie .
130,1463633525928697862,Enter for a chance to win a #Venom Let There Be Carnage (@SonyPicturesCan) prize pack which includes the film on BLU-RAY™ with deleted scenes and bloopers plus premium items: https://t.co/vFX67jY1rJ,enter chance win #venom carnage ( @USER ) prize pack includes film blu-ray ™ deleted scenes bloopers plus premium items : URL
131,1463633399977889792,"RT @TLDR_MovRev: Well, I am glad to say that #VenomLetThereBeCarnage is a big improvement on the first #Venom 

https://t.co/IU8CeK4A9E","rt @USER : , am glad #venomlettherebecarnage improvement #venom URL"
136,1463633082552967168,¡La escena post-creditos de Venom Let There Be Carnage!🛐 https://t.co/GgRph91kZv,¡ la escena post-creditos de venom carnage ! 🛐 URL
137,1463632758954082308,"RT @DiscussingFilm: #VenomLetThereBeCarnage is now available to rent on VOD.

Read if it's worth the rental: https://t.co/1seEpvhVBp https:…",rt @USER : #venomlettherebecarnage available rent vod . read 's worth rental : URL URL
139,1463632360612585474,Watched Venom: Let There Be Carnage...,watched venom : carnage ...
140,1463632325514870791,"➦ VENOM 2: LET THERE BE CARNAGE First 7 Minutes From The Movie (2021)

» 
 
  https://t.co/bdFSGlVsaX",➦ venom 2 : carnage 7 minutes movie ( 2021 ) » URL
141,1463632104990801921,"RT @BoxOffice: VENOM: LET THERE BE CARNAGE
$330k Tuesday
$207.33M Total (North America)
#Venom #VenomLetThereBeCarnage #BoxOffice",rt @USER : venom : carnage $ 330k tuesday $ 207.33 total ( north america ) #venom #venomlettherebecarnage #boxoffice
142,1463632100825780228,https://t.co/2W0opI94QF,URL
143,1463631764333772811,RT @TommySyk: venom: let there be carnage,rt @USER : venom : carnage
144,1463631313882202119,"New film.
Venom: Let There Be Carnage (2021) - Andy Serkis was recently added to Alflix. https://t.co/BLmOIujpKE",film . venom : carnage ( 2021 ) - andy serkis recently added alflix . URL
148,1463630455748636676,Venom let there be carnage • 2021 https://t.co/UGPavBsgVK,venom carnage • 2021 URL
149,1463630141406519298,finally watching Venom: Let There Be Carnage,finally watching venom : carnage
151,1463629793237381125,RT @IGN: Carnage threatens to eat Cletus Kasady's face in front of Shriek in this exclusive extended deleted scene from Venom: Let There Be…,rt @USER : carnage threatens eat cletus kasady 's front shriek exclusive extended deleted scene venom : …
153,1463629736769323014,@CultureCrave ZSJL and Venom Let There be Carnage.,@USER zsjl venom carnage .
154,1463629558431760394,@TanaT21 Venom: Let there be carnage,@USER venom : carnage
157,1463628669985837057,@Burner_Sowards Have you seen Venom Let there be Carnage and more importantly the post credit scene?,@USER seen venom carnage importantly post credit scene ?
158,1463628596363288578,"🍿 Now Showing at Dendy Newtown 🍿 

VENOM: LET THERE BE CARNAGE
TITANE
A BOY CALLED CHRISTMAS
CRY MACHO
BAD LUCK BANGING OR LOONY P*RN

For session times and to book tickets, visit https://t.co/u9Sa9cmiX4 https://t.co/dD9CmlQrhV","🍿 dendy newtown 🍿 venom : carnage titane boy called christmas cry macho bad luck banging loony * rn session times book tickets , visit URL URL"
159,1463628053867900934,"RT @FILMHOUNDSmag: From November 29th there's gonna be CARNAGE as you'll be able to rent the home premiere of ""Venom: Let There Be Carnage""…","rt @USER : november 29th 's gonna carnage 'll able rent home premiere "" venom : carnage "" …"
163,1463625762922119169,Watch The First Seven Minutes Of Rom-Com Venom: Let There Be Carnage https://t.co/gamZdUuDMR #Movies #News https://t.co/LMhWU9wbSx,watch seven minutes rom-com venom : carnage URL #movies #news URL
169,1463624703562682369,RT @VenomMovie: Check out this extended preview of the first 7 minutes of #Venom: Let There Be Carnage. Find out what happens next by getti…,rt @USER : check extended preview 7 minutes #venom : carnage . happens getti …
171,1463624084454060036,RT @mischiefsmobius: we literally have venom: let there be carnage,rt @USER : literally venom : carnage
174,1463623656387461120,RT @AMCTheatres: Bring home the carnage. #Venom: Let There Be Carnage is now available on #AMCTheatresOnDemand! Buy &amp; watch instantly: http…,rt @USER : bring home carnage . #venom : carnage available #amctheatresondemand ! buy & amp ; watch instantly : http …
175,1463623619884507141,Watching Venom: Let There Be Carnage tonight,watching venom : carnage tonight
176,1463623459544739848,"Venom: Let There Be Carnage 
4K UHD + Blu-ray + Digital
List Price $45.99
Price $29.99
Amazon https://t.co/FgvhDmnnVS #ad #Venom https://t.co/QiUFbkrcO2",venom : carnage 4k uhd + blu-ray + digital list price $ 45.99 price $ 29.99 amazon URL #ad #venom URL
177,1463623258788487170,"Finally seen Venom: Let There Be Carnage. Liked it, similar to the 1st one: fun, pacey, funny but ultimately not something you'll remember for years to come.","finally seen venom : carnage . liked , similar 1st : fun , pacey , funny ultimately 'll remember ."
178,1463623114445635584,"@MelodyCTurtle @Clbgolden Well spoilers for let there be carnage, which.... I don't think you care Mel?
.
.
.
 .
.
.
 Eddie and Venom are now in the MCU being transported there somehow.","@USER @USER spoilers carnage , .... n't care mel ? . . . . . . eddie venom mcu transported somehow ."
179,1463622858534539269,"RT @mattroweart: “It’s not hard, it’s just work”. -Donny Cates

Here’s a quick sketch I did before bed last night. Got to watch Venom Let T…","rt @USER : “ ’s hard , ’s ” . - donny cates ’s quick sketch bed night . watch venom …"
181,1463622754477953024,Venom Let There Be Carnage izlediğim en sikko şeylerden biri.,venom carnage izlediğim en sikko şeylerden biri .
185,1463622022345502725,drive de venom let there be carnage hmmm delicinha,drive de venom carnage hmmm delicinha
187,1463620829678383115,@gibsonagogo Just read TAS 375 in preparation of Venom: Let There Be Carnage that I'll be watching tonight... I have to say that's pretty darn accurate. https://t.co/EtS4iati6F,@USER read tas 375 preparation venom : carnage 'll watching tonight ... 's pretty darn accurate . URL
190,1463619954750541828,RT @Enterta23018559: Venom: Let There Be Carnage Has a Very Tiny Matrix Resurrections Crossover https://t.co/sNiaKdKGhX #venom #carnage #fi…,rt @USER : venom : carnage tiny matrix resurrections crossover URL #venom #carnage #fi …
191,1463619433411325958,Finally saw venom let there be carnage,finally venom carnage
192,1463619167353982976,Finally watched venom let there be carnage https://t.co/bRl6tFlFSZ,finally watched venom carnage URL
196,1463618920229781504,"“It’s not hard, it’s just work”. -Donny Cates

Here’s a quick sketch I did before bed last night. Got to watch Venom Let There Be Carnage, and loved it! 

#MarvelStudios #spiderman
#VenomLetThereBeCarnage https://t.co/XAfd7DGRky","“ ’s hard , ’s ” . - donny cates ’s quick sketch bed night . watch venom carnage , loved ! #marvelstudios #spiderman #venomlettherebecarnage URL"
199,1463618445946273798,"Venom: Let There Be Carnage (2021) - 398
Yo es que le perdono todo a Hardy y más admitiendo para el estreno de la primera que se había basado en el Pato Donald para hacer la voz. Y ha estado entretenida sin más. https://t.co/o41G5U9Zhz",venom : carnage ( 2021 ) - 398 yo es que le perdono todo hardy más admitiendo para el estreno de la primera que se había basado en el pato donald para hacer la voz . ha estado entretenida sin más . URL
201,1463618031427497992,Ooooh Venom Let There Be Carnage is available on digital! Adding that to the watch list this long weekend. #VenomLetThereBeCarnage,ooooh venom carnage available digital ! adding watch list weekend . #venomlettherebecarnage
202,1463617931561086982,RT @daxterclank: Weiter geht es mit dem 105. #MarvelMittwoch. Dieses Mal im Kino mit Venom: Let There Be Carnage. Der mittlerweile 92. unte…,rt @USER : weiter geht es mit dem 105 . #marvelmittwoch . dieses mal im kino mit venom : carnage . der mittlerweile 92 . unte …
204,1463617683304366094,"RT @Zhuurg: Venom: Let There Be Carnage (2021)

I will say comic book enjoyment movie but then I did enjoy the first more. Pretty cool tho…",rt @USER : venom : carnage ( 2021 ) comic book enjoyment movie enjoy . pretty cool tho …
206,1463616716789927943,"RT @slashfilm: Eddie and Venom sitting in a tree, C-A-R-N-A-G-E. Anyway, here's the opening scene of #VenomLetThereBeCarnage.  https://t.co…","rt @USER : eddie venom sitting tree , c-a - r-n - a-g - . anyway , 's scene #venomlettherebecarnage . URL"
207,1463616601828167683,Watch The First 7 Minutes Of ‘Venom: Let There Be Carnage’ https://t.co/H4ZlxO0kYn via @VannDigital https://t.co/PfzIVxaXMM,watch 7 minutes ‘ venom : carnage ’ URL via @USER URL
209,1463616014621581316,"@BestDrWho Black Widow and Eternals . Disappointing. 

Spidy far from home and Shi Chang were watchable, just! 

Not seen Venom let there be Carnage yet.","@USER black widow eternals . disappointing . spidy home shi chang watchable , ! seen venom carnage ."
210,1463615698438168579,"RT @NovastreamN: Venom : Let There Be Carnage is bigger, badder and a load of fun. Tom Hardy shines as he continues his dual role. #venom #…","rt @USER : venom : carnage bigger , badder load fun . tom hardy shines continues dual role . #venom # …"
214,1463615150573993995,"@PE_Shill Well…Venom Let There Be Carnage post credit scene make Venom canon to the MCU,so…","@USER … venom carnage post credit scene venom canon mcu , …"
219,1463614010788433922,"Venom : Let There Be Carnage is bigger, badder and a load of fun. Tom Hardy shines as he continues his dual role. #venom #venomlettherebecarnage #movies @SonyPicturesAUS #FilmTwitter https://t.co/NQbQLaKE1M","venom : carnage bigger , badder load fun . tom hardy shines continues dual role . #venom #venomlettherebecarnage #movies @USER #filmtwitter URL"
220,1463613982082838540,"S’il avait fallu trouver un nom pour désigner l’odeur du caca, j’aurais proposé « Venom : Let there be Carnage ».

Ce film est une immense boule de chiasse gerbée à la gueule des lecteurs de comics.

@jules_thieb je te renie 🤣 https://t.co/xpiakseCgG","’il avait fallu trouver un nom pour désigner ’odeur du caca , ’aurais proposé « venom : carnage » . ce film est une immense boule de chiasse gerbée à la gueule des lecteurs de comics . @USER je te renie 🤣 URL"
222,1463613778105360393,"Tautulli (BUSYBEAGLE)
Eykarl (Apple TV (2)) started playing Venom: Let There Be Carnage. https://t.co/7yvtAET2fx",tautulli ( busybeagle ) eykarl ( apple tv ( 2 ) ) started playing venom : carnage . URL
224,1463613676146106370,"(272) Venom Let There Be Carnage del 2021

Venom y Eddie se va a enfrenar a Woody y Carnage, eyyy esa escena post-credito, como no vi a nadie hablando de eso, que paso??!!?!?! Ah si, y la película como esta? Y ahí safaba pero y esa escena post-credito https://t.co/DSoMEy8QH8","( 272 ) venom carnage del 2021 venom eddie se va enfrenar woody carnage , eyyy esa escena post-credito , como vi nadie hablando de eso , que paso ? ? ! ! ? ! ? ! ah si , la película como esta ? ahí safaba pero esa escena post-credito URL"
226,1463613398277517317,"Carnage can be yours when you bring home #Venom: Let There Be Carnage, now on Digital and on Blu-ray December 14! https://t.co/fXaVM5eSWp https://t.co/8Br7jUH9WF","carnage bring home #venom : carnage , digital blu-ray december 14 ! URL URL"
228,1463612851021438976,Nyari adegan pembantaian di film Venom : let there be carnage 🧐 https://t.co/nh5ha1dCqr,nyari adegan pembantaian di film venom : carnage 🧐 URL
230,1463612333322870792,"It's a fun way to kill an hour and a half, plus a fantastic post credit scene. Venom Let There Be Carnage Grade: B-

Verdict.. Its a enjoyable movie that you will watch and forget and I don't think anything will want to bring you back to see it again","'s fun kill hour half , plus fantastic post credit scene . venom carnage grade : - verdict .. enjoyable movie watch forget n't bring"
231,1463612330583937024,"but that's not a big deal. Venom: Let There Be Carnage is a fun and crazy ride, sure it's a bit of a mess and it is far from being a great movie. But it delivers on what it needs to deliver on, and does exactly what it needs to do as a movie.","'s deal . venom : carnage fun crazy ride , 's bit mess movie . delivers deliver , exactly movie ."
233,1463612209951653892,Just watched venom let there be carnage 💯💯💯 10/10 recommended,watched venom carnage 💯 💯 💯 10 / 10 recommended
234,1463612201776857089,"#TonightsMovie ""Venom: Let There Be Carnage"" (2021) It was a bit of a laugh, and didn't outstay it's welcome. https://t.co/CTqAiLlgrO","#tonightsmovie "" venom : carnage "" ( 2021 ) bit laugh , n't outstay 's welcome . URL"
235,1463612031035011080,"@BenWise69319653 @SonyPicturesAUS For Australia no (im pretty sure the Philippines get it in December or January not sure though) for some stupid reason, Australia decided to release venom let there be carnage two months after the usa (or the rest of the world) got to see it","@USER @USER australia ( im pretty philippines december january ) stupid reason , australia decided release venom carnage months usa ( rest world )"
236,1463611926852911109,Venom: Let There Be Carnage sur TV Time #NowWatching  https://t.co/COqSZQ2C1m https://t.co/epzeZL4Azq,venom : carnage sur tv time #nowwatching URL URL
237,1463611892681920522,"Venom: Let There Be Carnage on 5, 4, 3, 2... 🍿🎞🤓","venom : carnage 5 , 4 , 3 , 2 ... 🍿 🎞 🤓"
238,1463611721369616387,"RT @hey_hey_j: // venom spoilers

""wait, did you just say you love me?""

(please watch let there be carnage I am never shutting up about th…","rt @USER : / / venom spoilers "" wait , love ? "" ( please watch carnage am shutting th …"
240,1463611477382864897,The thing is that Venom: Let There Be Carnage is a basic film that gets the job done only just. Definitely superior to its predecessor which really doesn't mean all that much,venom : carnage basic film job . definitely superior predecessor n't mean
